3576022	Saint John’s	AG	17.11717	-61.84573	America/Antigua
3397230	José de Freitas	BR	-4.75639	-42.57556	America/Fortaleza
3397277	João Pessoa	BR	-7.115	-34.86306	America/Fortaleza
3397315	João Câmara	BR	-5.5375	-35.81972	America/Fortaleza
3397665	Jaguaruana	BR	-4.83389	-37.78111	America/Fortaleza
3397675	Jaguaribe	BR	-5.89056	-38.62194	America/Fortaleza
3397838	Jaboatão	BR	-8.18028	-35.00139	America/Recife
3397851	Itupiranga	BR	-5.13472	-49.32667	America/Belem
3397893	Itacoatiara	BR	-3.14306	-58.44417	America/Manaus
3397898	Itaporanga	BR	-7.30444	-38.15028	America/Fortaleza
3397904	Itapissuma	BR	-7.77639	-34.89222	America/Recife
3397909	Itapipoca	BR	-3.49444	-39.57861	America/Fortaleza
3397936	Itapecuru Mirim	BR	-3.3925	-44.35861	America/Fortaleza
3397941	Itapagé	BR	-3.68667	-39.58611	America/Fortaleza
3397967	Itaituba	BR	-4.27611	-55.98361	America/Santarem
3397969	Itaitinga	BR	-3.96944	-38.52806	America/Fortaleza
3398003	Itabaiana	BR	-7.32861	-35.3325	America/Fortaleza
3398076	Ipueiras	BR	-7.03333	-40.45	America/Fortaleza
3398105	Ipubi	BR	-7.65194	-40.14889	America/Recife
3398112	Ipu	BR	-4.32222	-40.71083	America/Fortaleza
3398115	Ipojuca	BR	-8.39889	-35.06389	America/Recife
3398269	Imperatriz	BR	-5.52639	-47.49167	America/Fortaleza
3398331	Iguatu	BR	-6.35944	-39.29861	America/Fortaleza
3398343	Igarapé Miri	BR	-1.975	-48.95972	America/Belem
3398350	Igarapé Açu	BR	-1.12889	-47.62	America/Belem
3398352	Igarassu	BR	-7.83417	-34.90639	America/Recife
3398379	Icó	BR	-6.40111	-38.86222	America/Fortaleza
3398450	Horizonte	BR	-4.1	-38.48333	America/Fortaleza
3398569	Guaraciaba do Norte	BR	-4.16694	-40.7475	America/Fortaleza
3398570	Guarabira	BR	-6.85472	-35.49	America/Fortaleza
3398614	Guaiúba	BR	-4.03972	-38.63722	America/Fortaleza
3398691	Gravatá	BR	-8.20111	-35.56472	America/Recife
3398706	Granja	BR	-3.12028	-40.82611	America/Fortaleza
3398856	Grajaú	BR	-5.81944	-46.13861	America/Fortaleza
3398904	Goiana	BR	-7.56056	-35.0025	America/Recife
3398920	Glória do Goitá	BR	-8.00167	-35.29278	America/Recife
3399058	Garanhuns	BR	-8.88202	-36.50216	America/Recife
3399132	Gameleira	BR	-8.58444	-35.38667	America/Recife
3399415	Fortaleza	BR	-3.71722	-38.54306	America/Fortaleza
3399506	Floriano	BR	-6.76694	-43.0225	America/Fortaleza
3399518	Floresta	BR	-8.60111	-38.56861	America/Recife
3400558	Eusébio	BR	-3.89	-38.45056	America/Fortaleza
3400567	Extremoz	BR	-5.70556	-35.30722	America/Fortaleza
3400617	Estreito	BR	-5.78333	-43.25	America/Fortaleza
3400740	Esperantina	BR	-3.90167	-42.23361	America/Fortaleza
3400752	Esperança	BR	-7.03306	-35.85722	America/Fortaleza
3400804	Escada	BR	-8.35917	-35.22361	America/Recife
3400969	Dom Pedro	BR	-5.03749	-44.43857	America/Fortaleza
3401106	Demerval Lobão	BR	-5.35833	-42.67639	America/Fortaleza
3401109	Delmiro Gouveia	BR	-9.38861	-37.99917	America/Maceio
3401138	Custódia	BR	-8.0875	-37.64306	America/Recife
3401148	Cururupu	BR	-1.82833	-44.86833	America/Fortaleza
3401283	Currais Novos	BR	-6.26083	-36.51778	America/Fortaleza
3401340	Cupira	BR	-8.61667	-35.95	America/Recife
3401545	Crato	BR	-7.23417	-39.40944	America/Fortaleza
3401548	Crateús	BR	-5.17833	-40.6775	America/Fortaleza
3401703	Coroatá	BR	-4.13	-44.12417	America/Fortaleza
3401830	Condado	BR	-7.58583	-35.10583	America/Recife
3401845	Conceição do Araguaia	BR	-8.25778	-49.26472	America/Araguaina
3401963	Colinas	BR	-6.02583	-44.24917	America/Fortaleza
3401992	Coelho Neto	BR	-4.25667	-43.01278	America/Fortaleza
3402000	Codó	BR	-4.45528	-43.88556	America/Fortaleza
3402229	Chapadinha	BR	-3.74167	-43.36028	America/Fortaleza
3402271	Chã Grande	BR	-8.23833	-35.46167	America/Recife
3402360	Ceará Mirim	BR	-5.63444	-35.42556	America/Fortaleza
3402383	Caxias	BR	-4.85889	-43.35611	America/Fortaleza
3402429	Caucaia	BR	-3.73611	-38.65306	America/Fortaleza
3402465	Catolé do Rocha	BR	-6.34389	-37.74667	America/Fortaleza
3402528	Catende	BR	-8.66667	-35.71667	America/Recife
3402591	Castanhal	BR	-1.29389	-47.92639	America/Belem
3402613	Cascavel	BR	-4.13306	-38.24194	America/Fortaleza
3402655	Caruaru	BR	-8.28333	-35.97611	America/Recife
3402721	Carpina	BR	-7.85083	-35.25472	America/Recife
3402724	Carolina	BR	-7.33561	-47.46218	America/Fortaleza
3403127	Capitão Poço	BR	-1.74639	-47.05944	America/Belem
3403208	Capanema	BR	-1.19583	-47.18083	America/Belem
3403353	Canindé	BR	-4.35889	-39.31167	America/Fortaleza
3403362	Canguaretama	BR	-6.38	-35.12889	America/Fortaleza
3403534	Campos Sales	BR	-7.07444	-40.37611	America/Fortaleza
3403566	Campo Maior	BR	-4.82778	-42.16861	America/Fortaleza
3403611	Campo Alegre	BR	-9.78194	-36.35083	America/Maceio
3403642	Campina Grande	BR	-7.23056	-35.88111	America/Fortaleza
3403687	Camocim	BR	-2.90222	-40.84111	America/Fortaleza
3403697	Cametá	BR	-2.24444	-49.49583	America/Belem
3403941	Cajueiro	BR	-9.71667	-36.45	America/Maceio
3404020	Cajazeiras	BR	-6.89028	-38.55528	America/Fortaleza
3404117	Caicó	BR	-6.45833	-37.09778	America/Fortaleza
3404513	Cabrobó	BR	-8.51417	-39.31	America/Recife
3404545	Cabo	BR	-8.28333	-35.03333	America/Recife
3404558	Cabedelo	BR	-6.98111	-34.83389	America/Fortaleza
3404722	Buriti Bravo	BR	-5.83722	-43.83361	America/Fortaleza
3404766	Buíque	BR	-8.62306	-37.15583	America/Recife
3404817	Breves	BR	-1.68222	-50.48028	America/Belem
3404833	Brejo Santo	BR	-7.49333	-38.98722	America/Fortaleza
3404862	Brejo da Madre de Deus	BR	-8.14583	-36.37111	America/Recife
3405006	Bragança	BR	-1.05361	-46.76556	America/Belem
3405380	Bom Conselho	BR	-9.16972	-36.67972	America/Recife
3405616	Boa Viagem	BR	-5.1275	-39.73222	America/Fortaleza
3405738	Bezerros	BR	-8.23333	-35.79694	America/Recife
3405792	Benevides	BR	-1.36139	-48.24472	America/Belem
3405812	Belo Jardim	BR	-8.33556	-36.42417	America/Recife
3405863	Belém	BR	-6.69167	-35.53333	America/Fortaleza
3405870	Belém	BR	-1.45583	-48.50444	America/Belem
3405924	Beberibe	BR	-4.17972	-38.13056	America/Fortaleza
3405940	Bayeux	BR	-7.125	-34.93222	America/Fortaleza
3405954	Baturité	BR	-4.32861	-38.88472	America/Fortaleza
3406160	Barreiros	BR	-8.81833	-35.18639	America/Recife
3406196	Barreirinhas	BR	-2.75556	-42.82591	America/Fortaleza
3406263	Barras	BR	-4.24444	-42.29444	America/Fortaleza
3406318	Barra do Corda	BR	-5.50308	-45.23693	America/Fortaleza
3406429	Barcarena	BR	-1.50583	-48.62583	America/Belem
3406442	Barbalha	BR	-7.31111	-39.30417	America/Fortaleza
3406545	Balsas	BR	-7.5325	-46.03556	America/Fortaleza
3406910	Bacabal	BR	-4.29167	-44.79167	America/Fortaleza
3406961	Augusto Corrêa	BR	-1.02167	-46.635	America/Belem
3406996	Atalaia	BR	-9.50194	-36.02278	America/Maceio
3407194	Areia Branca	BR	-4.95611	-37.13694	America/Fortaleza
3407216	Arcoverde	BR	-8.41889	-37.05389	America/Recife
3407243	Araripina	BR	-7.57611	-40.49833	America/Recife
3407258	Arari	BR	-3.45361	-44.78	America/Fortaleza
3407327	Arapiraca	BR	-9.7525	-36.66111	America/Maceio
3407357	Araguaína	BR	-7.19111	-48.20722	America/Araguaina
3407378	Aracati	BR	-4.56167	-37.76972	America/Fortaleza
3407407	Aquiraz	BR	-3.90139	-38.39111	America/Fortaleza
3407440	Apodi	BR	-5.66417	-37.79889	America/Fortaleza
3407669	Ananindeua	BR	-1.36556	-48.37222	America/Belem
3407758	Amaraji	BR	-8.38306	-35.4525	America/Recife
3407797	Altos	BR	-5.03806	-42.46	America/Fortaleza
3407882	Altamira	BR	-3.20333	-52.20639	America/Santarem
3407903	Almeirim	BR	-1.52333	-52.58167	America/Santarem
3407980	Alenquer	BR	-1.94167	-54.73833	America/Santarem
3408100	Alagoa Grande	BR	-7.15833	-35.63	America/Fortaleza
3408166	Águas Belas	BR	-9.11139	-37.12306	America/Recife
3408175	Água Preta	BR	-8.7075	-35.53056	America/Recife
3408274	Afogados da Ingazeira	BR	-7.75083	-37.63917	America/Recife
3408337	Açu	BR	-5.57667	-36.90861	America/Fortaleza
3408343	Acopiara	BR	-6.09528	-39.4525	America/Fortaleza
3408368	Acaraú	BR	-2.88556	-40.12	America/Fortaleza
3408404	Abreu e Lima	BR	-7.91167	-34.90278	America/Recife
3408424	Abaetetuba	BR	-1.71806	-48.8825	America/Belem
3444823	Xique Xique	BR	-10.82294	-42.72815	America/Bahia
3444848	Xanxerê	BR	-26.87694	-52.40417	America/Sao_Paulo
3444864	Votuporanga	BR	-20.42278	-49.97278	America/Sao_Paulo
3444866	Votorantim	BR	-23.54667	-47.43778	America/Sao_Paulo
3444876	Volta Redonda	BR	-22.52306	-44.10417	America/Sao_Paulo
3444914	Vitória da Conquista	BR	-14.86611	-40.83944	America/Bahia
3444924	Vitória	BR	-20.31944	-40.33778	America/Sao_Paulo
3444969	Visconde do Rio Branco	BR	-21.01028	-42.84056	America/Sao_Paulo
3444997	Viradouro	BR	-20.87306	-48.29694	America/Sao_Paulo
3445014	Vinhedo	BR	-23.02972	-46.97528	America/Sao_Paulo
3445026	Vila Velha	BR	-20.32972	-40.2925	America/Sao_Paulo
3445126	Videira	BR	-27.00833	-51.15167	America/Sao_Paulo
3445133	Viçosa	BR	-20.75389	-42.88194	America/Sao_Paulo
3445153	Viana	BR	-20.39028	-40.49611	America/Sao_Paulo
3445156	Viamão	BR	-30.08111	-51.02333	America/Sao_Paulo
3445162	Vespasiano	BR	-19.69194	-43.92333	America/Sao_Paulo
3445299	Veranópolis	BR	-28.93611	-51.54944	America/Sao_Paulo
3445307	Vera Cruz	BR	-12.63333	-41.03333	America/Bahia
3445348	Wenceslau Braz	BR	-23.87389	-49.80278	America/Sao_Paulo
3445350	Venâncio Aires	BR	-29.60639	-52.19194	America/Sao_Paulo
3445418	Vazante	BR	-17.98694	-46.90778	America/Sao_Paulo
3445433	Vassouras	BR	-22.40389	-43.6625	America/Sao_Paulo
3445446	Várzea Paulista	BR	-23.21139	-46.82833	America/Sao_Paulo
3445451	Várzea Grande	BR	-15.64667	-56.1325	America/Cuiaba
3445459	Várzea da Palma	BR	-17.5976	-44.73367	America/Sao_Paulo
3445487	Varginha	BR	-21.55139	-45.43028	America/Sao_Paulo
3445500	Vargem Grande do Sul	BR	-21.83222	-46.89361	America/Sao_Paulo
3445575	Valparaíso	BR	-21.22778	-50.86833	America/Sao_Paulo
3445578	Valinhos	BR	-22.97056	-46.99583	America/Sao_Paulo
3445596	Valença	BR	-22.24556	-43.70028	America/Sao_Paulo
3445597	Valença	BR	-13.37028	-39.07306	America/Bahia
3445630	Vacaria	BR	-28.51222	-50.93389	America/Sao_Paulo
3445679	Uruguaiana	BR	-29.75472	-57.08833	America/Sao_Paulo
3445690	Uruçuca	BR	-14.59306	-39.28444	America/Bahia
3445713	Uruaçu	BR	-14.52472	-49.14083	America/Sao_Paulo
3445746	União da Vitória	BR	-26.23	-51.08639	America/Sao_Paulo
3445764	Unaí	BR	-16.3575	-46.90611	America/Sao_Paulo
3445781	Una	BR	-15.29333	-39.07528	America/Bahia
3445782	Umuarama	BR	-23.76639	-53.325	America/Sao_Paulo
3445831	Uberlândia	BR	-18.91861	-48.27722	America/Sao_Paulo
3445839	Uberaba	BR	-19.74833	-47.93194	America/Sao_Paulo
3445847	Ubatuba	BR	-23.43389	-45.07111	America/Sao_Paulo
3445849	Ubatã	BR	-14.21389	-39.52278	America/Bahia
3445853	Ubaitaba	BR	-14.3125	-39.32333	America/Bahia
3445859	Ubá	BR	-21.12	-42.94278	America/Sao_Paulo
3445939	Tupanciretã	BR	-29.08056	-53.83583	America/Sao_Paulo
3445941	Tupaciguara	BR	-18.59222	-48.705	America/Sao_Paulo
3445942	Tupã	BR	-21.93472	-50.51361	America/Sao_Paulo
3445983	Tucano	BR	-10.96306	-38.78667	America/Bahia
3445993	Tubarão	BR	-28.46667	-49.00694	America/Sao_Paulo
3446038	Trindade	BR	-16.64944	-49.48889	America/Sao_Paulo
3446065	Três Rios	BR	-22.11667	-43.20917	America/Sao_Paulo
3446077	Três Pontas	BR	-21.36667	-45.5125	America/Sao_Paulo
3446087	Três Passos	BR	-27.45556	-53.93194	America/Sao_Paulo
3446098	Três Lagoas	BR	-20.78741	-51.70406	America/Campo_Grande
3446130	Três de Maio	BR	-27.77333	-54.24	America/Sao_Paulo
3446137	Três Coroas	BR	-29.51694	-50.77778	America/Sao_Paulo
3446138	Três Corações	BR	-21.69694	-45.25333	America/Sao_Paulo
3446194	Tremembé	BR	-22.95833	-45.54944	America/Sao_Paulo
3446232	Tramandaí	BR	-29.98472	-50.13361	America/Sao_Paulo
3446295	Torres	BR	-29.33528	-49.72694	America/Sao_Paulo
3446370	Toledo	BR	-24.71361	-53.74306	America/Sao_Paulo
3446400	Tobias Barreto	BR	-11.18389	-37.99833	America/Maceio
3446445	Timóteo	BR	-19.58106	-42.64953	America/Sao_Paulo
3446465	Timbó	BR	-26.82333	-49.27167	America/Sao_Paulo
3446500	Tijucas	BR	-27.24139	-48.63361	America/Sao_Paulo
3446539	Tietê	BR	-23.10194	-47.71472	America/Sao_Paulo
3446556	Teutônia	BR	-29.44806	-51.80639	America/Sao_Paulo
3446606	Teresópolis	BR	-22.4167	-42.97822	America/Sao_Paulo
3446621	Teófilo Otoni	BR	-17.8575	-41.50528	America/Sao_Paulo
3446625	Teodoro Sampaio	BR	-22.5325	-52.1675	America/Sao_Paulo
3446652	Telêmaco Borba	BR	-24.32389	-50.61556	America/Sao_Paulo
3446682	Taubaté	BR	-23.02639	-45.55528	America/Sao_Paulo
3446692	Tatuí	BR	-23.35556	-47.85694	America/Sao_Paulo
3446752	Taquarituba	BR	-23.53306	-49.24444	America/Sao_Paulo
3446753	Taquaritinga	BR	-21.40611	-48.50472	America/Sao_Paulo
3446783	Taquari	BR	-29.79972	-51.86444	America/Sao_Paulo
3446847	Taquara	BR	-29.65056	-50.78056	America/Sao_Paulo
3446866	Tapiramutá	BR	-11.84722	-40.79139	America/Bahia
3446880	Tapes	BR	-30.67333	-51.39583	America/Sao_Paulo
3446974	Tanguá	BR	-22.73028	-42.71417	America/Sao_Paulo
3446979	Tanabi	BR	-20.62639	-49.64917	America/Sao_Paulo
3447005	Tambaú	BR	-21.705	-47.27444	America/Sao_Paulo
3447059	Taiobeiras	BR	-15.80778	-42.23306	America/Sao_Paulo
3447186	Taboão da Serra	BR	-23.62611	-46.79167	America/Sao_Paulo
3447212	Suzano	BR	-23.5425	-46.31083	America/Sao_Paulo
3447259	Sumaré	BR	-22.82194	-47.26694	America/Sao_Paulo
3447399	Sorocaba	BR	-23.50167	-47.45806	America/Sao_Paulo
3447423	Soledade	BR	-28.81833	-52.51028	America/Sao_Paulo
3447437	Socorro	BR	-22.59139	-46.52889	America/Sao_Paulo
3447473	Sobradinho	BR	-12.83333	-39.1	America/Bahia
3447562	Simão Dias	BR	-10.73833	-37.81111	America/Maceio
3447591	Silva Jardim	BR	-22.65083	-42.39167	America/Sao_Paulo
3447597	Sidrolândia	BR	-20.93194	-54.96139	America/Campo_Grande
3447624	Sete Lagoas	BR	-19.46583	-44.24667	America/Sao_Paulo
3447651	Sertãozinho	BR	-21.13778	-47.99028	America/Sao_Paulo
3447690	Serrinha	BR	-11.66417	-39.0075	America/Bahia
3447718	Serra Negra	BR	-22.61222	-46.70056	America/Sao_Paulo
3447720	Serrana	BR	-21.21139	-47.59556	America/Sao_Paulo
3447779	Serra	BR	-20.12861	-40.30778	America/Sao_Paulo
3447785	Seropédica	BR	-22.74389	-43.7075	America/Sao_Paulo
3447839	Senhor do Bonfim	BR	-10.46139	-40.18944	America/Bahia
3447854	Senador Canedo	BR	-16.70806	-49.09306	America/Sao_Paulo
3447928	Seabra	BR	-12.41861	-41.77028	America/Bahia
3447929	Schroeder	BR	-26.4125	-49.07306	America/Sao_Paulo
3447961	Saubara	BR	-12.7375	-38.76861	America/Bahia
3447969	Sarzedo	BR	-20.03528	-44.14472	America/Sao_Paulo
3447997	Sarandi	BR	-27.94389	-52.92306	America/Sao_Paulo
3447998	Sarandi	BR	-23.44361	-51.87389	America/Sao_Paulo
3448011	Saquarema	BR	-22.92	-42.51028	America/Sao_Paulo
3448031	Sapucaia	BR	-29.83333	-51.15	America/Sao_Paulo
3448063	Sapiranga	BR	-29.63806	-51.00694	America/Sao_Paulo
3448136	São Vicente	BR	-23.96306	-46.39194	America/Sao_Paulo
3448207	São Sepé	BR	-30.16056	-53.56528	America/Sao_Paulo
3448219	São Sebastião do Passé	BR	-12.5125	-38.49528	America/Bahia
3448221	São Sebastião do Paraíso	BR	-20.91694	-46.99139	America/Sao_Paulo
3448227	São Sebastião do Caí	BR	-29.58667	-51.37556	America/Sao_Paulo
3448257	São Sebastião	BR	-23.76	-45.40972	America/Sao_Paulo
3448300	São Roque	BR	-23.52917	-47.13528	America/Sao_Paulo
3448351	São Pedro da Aldeia	BR	-22.83917	-42.10278	America/Sao_Paulo
3448403	São Pedro	BR	-22.54861	-47.91389	America/Sao_Paulo
3448439	São Paulo	BR	-23.5475	-46.63611	America/Sao_Paulo
3448453	São Miguel do Iguaçu	BR	-25.34806	-54.23778	America/Sao_Paulo
3448455	São Miguel do Araguaia	BR	-13.275	-50.16278	America/Sao_Paulo
3448502	São Mateus do Sul	BR	-25.87417	-50.38278	America/Sao_Paulo
3448519	São Mateus	BR	-18.72011	-39.85891	America/Sao_Paulo
3448533	São Marcos	BR	-28.97111	-51.06806	America/Sao_Paulo
3448545	São Manuel	BR	-22.73111	-48.57056	America/Sao_Paulo
3448552	São Luiz Gonzaga	BR	-28.40833	-54.96083	America/Sao_Paulo
3448558	São Luís de Montes Belos	BR	-16.525	-50.37222	America/Sao_Paulo
3448596	São Lourenço do Sul	BR	-31.36528	-51.97833	America/Sao_Paulo
3448616	São Lourenço	BR	-22.11639	-45.05444	America/Sao_Paulo
3448622	São Leopoldo	BR	-29.76028	-51.14722	America/Sao_Paulo
3448632	São José dos Pinhais	BR	-25.5302	-49.20836	America/Sao_Paulo
3448636	São José dos Campos	BR	-23.17944	-45.88694	America/Sao_Paulo
3448639	São José do Rio Preto	BR	-20.81972	-49.37944	America/Sao_Paulo
3448640	São José do Rio Pardo	BR	-21.59556	-46.88861	America/Sao_Paulo
3448742	São José	BR	-28.21171	-49.1632	America/Sao_Paulo
3448825	São Joaquim da Barra	BR	-20.58139	-47.85472	America/Sao_Paulo
3448828	São Joaquim	BR	-28.29389	-49.93167	America/Sao_Paulo
3448846	São João Nepomuceno	BR	-21.54	-43.01056	America/Sao_Paulo
3448877	São João de Meriti	BR	-22.80389	-43.37222	America/Sao_Paulo
3448879	São João del Rei	BR	-21.13556	-44.26167	America/Sao_Paulo
3448902	São João da Boa Vista	BR	-21.96917	-46.79806	America/Sao_Paulo
3448903	São João da Barra	BR	-21.64028	-41.05111	America/Sao_Paulo
3449045	São Jerônimo	BR	-29.95917	-51.72222	America/Sao_Paulo
3449053	São Gotardo	BR	-19.31111	-46.04889	America/Sao_Paulo
3449056	São Gonçalo do Sapucaí	BR	-21.89222	-45.59528	America/Sao_Paulo
3449099	São Gabriel	BR	-30.33639	-54.32	America/Sao_Paulo
3449112	São Francisco do Sul	BR	-26.24333	-48.63806	America/Sao_Paulo
3449116	São Francisco do Conde	BR	-12.6275	-38.68	America/Bahia
3449176	São Francisco	BR	-15.94861	-44.86444	America/Sao_Paulo
3449195	São Fidélis	BR	-21.64611	-41.74694	America/Sao_Paulo
3449310	São Cristóvão	BR	-11.01472	-37.20639	America/Maceio
3449319	São Carlos	BR	-22.0175	-47.89083	America/Sao_Paulo
3449324	São Caetano do Sul	BR	-23.62306	-46.55111	America/Sao_Paulo
3449340	São Borja	BR	-28.66056	-56.00444	America/Sao_Paulo
3449344	São Bernardo do Campo	BR	-23.69389	-46.565	America/Sao_Paulo
3449350	São Bento do Sul	BR	-26.25028	-49.37861	America/Sao_Paulo
3449427	Santos Dumont	BR	-21.45667	-43.5525	America/Sao_Paulo
3449433	Santos	BR	-23.96083	-46.33361	America/Sao_Paulo
3449467	Santo Estêvão	BR	-12.43028	-39.25139	America/Bahia
3449500	Santo Antônio do Monte	BR	-20.08722	-45.29361	America/Sao_Paulo
3449516	Santo Antônio do Amparo	BR	-20.94639	-44.91889	America/Sao_Paulo
3449518	Santo Antônio de Posse	BR	-22.60611	-46.91944	America/Sao_Paulo
3449519	Santo Antônio de Pádua	BR	-21.53944	-42.18028	America/Sao_Paulo
3449521	Santo Antônio de Jesus	BR	-12.96889	-39.26139	America/Bahia
3449529	Santo Antônio da Platina	BR	-23.295	-50.07722	America/Sao_Paulo
3449696	Santo Ângelo	BR	-28.29917	-54.26306	America/Sao_Paulo
3449701	Santo André	BR	-23.66389	-46.53833	America/Sao_Paulo
3449707	Santo Anastácio	BR	-21.83833	-51.61028	America/Sao_Paulo
3449711	Santo Amaro da Imperatriz	BR	-27.68806	-48.77861	America/Sao_Paulo
3449720	Santo Amaro	BR	-12.54667	-38.71194	America/Bahia
3449741	Santiago	BR	-29.19167	-54.86722	America/Sao_Paulo
3449747	Santa Vitória do Palmar	BR	-33.51889	-53.36806	America/Sao_Paulo
3449793	Santa Rosa de Viterbo	BR	-21.47278	-47.36306	America/Sao_Paulo
3449822	Santa Rosa	BR	-27.87083	-54.48139	America/Sao_Paulo
3449847	Santa Rita do Sapucaí	BR	-22.25222	-45.70333	America/Sao_Paulo
3449851	Santa Rita do Passa Quatro	BR	-21.71028	-47.47806	America/Sao_Paulo
3449933	Santana do Paraíso	BR	-19.36361	-42.56861	America/Sao_Paulo
3449936	Santana do Livramento	BR	-30.89083	-55.53278	America/Sao_Paulo
3449948	Santana de Parnaíba	BR	-23.44417	-46.91778	America/Sao_Paulo
3450063	Santa Maria da Vitória	BR	-13.39472	-44.18861	America/Bahia
3450083	Santa Maria	BR	-29.68417	-53.80694	America/Sao_Paulo
3450144	Santa Luzia	BR	-19.76972	-43.85139	America/Sao_Paulo
3450157	Santaluz	BR	-11.25583	-39.37472	America/Bahia
3450188	Santa Isabel	BR	-23.31556	-46.22139	America/Sao_Paulo
3450206	Santa Helena de Goiás	BR	-17.81361	-50.59694	America/Sao_Paulo
3450225	Santa Gertrudes	BR	-22.45667	-47.53028	America/Sao_Paulo
3450232	Santa Fé do Sul	BR	-20.21111	-50.92583	America/Sao_Paulo
3450269	Santa Cruz do Sul	BR	-29.7175	-52.42583	America/Sao_Paulo
3450272	Santa Cruz do Rio Pardo	BR	-22.89889	-49.6325	America/Sao_Paulo
3450283	Santa Cruz das Palmeiras	BR	-21.82694	-47.24861	America/Sao_Paulo
3450288	Santa Cruz Cabrália	BR	-16.27806	-39.02472	America/Bahia
3450376	Santa Cecília	BR	-26.96083	-50.42694	America/Sao_Paulo
3450404	Santa Bárbara d'Oeste	BR	-22.75361	-47.41361	America/Sao_Paulo
3450554	Salvador	BR	-12.97111	-38.51083	America/Bahia
3450563	Salto de Pirapora	BR	-23.64889	-47.57333	America/Sao_Paulo
3450594	Salto	BR	-23.20083	-47.28694	America/Sao_Paulo
3450671	Salinas	BR	-16.17028	-42.29028	America/Sao_Paulo
3450759	Sacramento	BR	-19.86528	-47.44	America/Sao_Paulo
3450832	Ruy Barbosa	BR	-12.28389	-40.49389	America/Bahia
3450843	Rubiataba	BR	-15.16444	-49.80333	America/Sao_Paulo
3450873	Rosário do Sul	BR	-30.25833	-54.91417	America/Sao_Paulo
3450909	Rondonópolis	BR	-16.47083	-54.63556	America/Cuiaba
3450963	Rolante	BR	-29.65056	-50.57583	America/Sao_Paulo
3450964	Rolândia	BR	-23.30972	-51.36917	America/Sao_Paulo
